id,Город дистрибьютора,Торг_точка_грязная,Торг_точка_грязная_адрес,outlet_clean_id
146,Ростов-на-Дону,ИП Анисимов Александр Сергеевич2,"г. Ростов-на-Дону, ул. Лермонтовская,102",0
147,Ростов-на-Дону,ИП Аракелян Р.А. Верхояновский,"г.Ростов н/Д, Верхояновский 11",0
148,Ростов-на-Дону,ИП Аракелян Р.А. Черепахина,"г.Ростов н/Д, Черепахина 94/25",0
149,Ростов-на-Дону,ИП Арустамян,Ростовская обл г Морозовск ул Ворошилова 364/2,13
150,Ростов-на-Дону,ИП Арутюнян,он же,94
151,Ростов-на-Дону,ИП Асмаева Т.А. Ленинградская,"г.Донецк, ул.Ленинградская, 38",0
152,Ростов-на-Дону,ИП Асмаева Т.А. Молодёжная,"г.Донецк, ул.Молодёжная, 1",0
153,Ростов-на-Дону,ИП Астапенков Б.Е.,"п.Тарасовский, ул.Кирова, 24",0
154,Ростов-на-Дону,ИП Атабекян Л.В.,"Куйбышево, ул.Пушкинская, 36а",0
155,Ростов-на-Дону,ИП Ашихина А.М.,он же,95
156,Ростов-на-Дону,ИП Ашихина А.М.,"п.Тарасовский, Ц.Рынок",0
157,Ростов-на-Дону,ИП Бабаян А В,он же,0
158,Ростов-на-Дону,ИП Бабиев 2,он же,0
159,Ростов-на-Дону,ИП Бадалян,р-к Днепровский,0
160,Ростов-на-Дону,ИП Балаев А.Р.,-,0
161,Ростов-на-Дону,ИП Бахтин,-,96
162,Ростов-на-Дону,ИП Бахтин,г Батайск ул Горького 133 рынок лар № 285,96
163,Ростов-на-Дону,ИП Бейнешева Г В,он же,0
164,Ростов-на-Дону,ИП Белов М Н Ленточная,он же,0
165,Ростов-на-Дону,ИП Берест 2,г.Новочеркасск ул Калинина 69,0
166,Ростов-на-Дону,ИП Берест Е В,"пр Ленина 22 ориентир ""21 век""",97
167,Ростов-на-Дону,ИП Берест Е.В.,"пр. Ленина 22 ориентир ""21 век""",97
168,Ростов-на-Дону,ИП Берест Е.В.,"пр. Ленина 22, ориентир ""21 век""",97
169,Ростов-на-Дону,ИП Блашковский Е. Г.,"г. Ростов-на-Дону, ул. Жмайлова 21 а",0
170,Ростов-на-Дону,ИП Близнюк Н.В.,"г.Новочеркасск, ул.Ларина/Буденновская",0
171,Ростов-на-Дону,ИП Богданова ЕВ,-,0
172,Ростов-на-Дону,ИП Болдырев Д.А.,-,0
173,Ростов-на-Дону,ИП Болдырев Ю.Д.,"344004г.Ростов -на-Дону,ул.Немировича-Данченко 78/6",0
174,Ростов-на-Дону,ИП Болотова Н.С.,г.Шахты Комуунистический/Советская 74,0
175,Ростов-на-Дону,ИП Бороненко И.В.,он же,0
176,Ростов-на-Дону,ИП Бугаенко Т.В.,"Азовский р-он., п. Пешково, ул.К.Маркса 35А",0
177,Ростов-на-Дону,ИП Буднев А.Н.,-,98
178,Ростов-на-Дону,ИП Бурлаков А И,г Новочеркас ул Московская 2 магазин Мир,0
179,Ростов-на-Дону,ИП Бурлаков А.И.,г.Новочеркас ул.Московская 2 магазин Мир,0
180,Ростов-на-Дону,ИП Бурлаков А.И.,"г.Новочеркас, ул.Московская 2,магазин Мир",0
181,Ростов-на-Дону,ИП Бурмистрова,классик № 883,99
182,Ростов-на-Дону,ИП Бутенко В.П.,-,100
183,Ростов-на-Дону,ИП Бутенко Г.И.,"Неклиновский р-н, с.Покровское, ул.Привокзальная, 4",101
184,Ростов-на-Дону,ИП Бутенко Г.И.,он же,101
185,Ростов-на-Дону,ИП Васильева Е.М.,-,102
186,Ростов-на-Дону,ИП Верисова,-,0
187,Ростов-на-Дону,ИП Ветрова О.С.,"Каменск-Шахтинский,ул.Щаденко 104 м-н ""Элегия""",0
188,Ростов-на-Дону,ИП Ветрова О.С.,"Каменск -Шахтинский,ул. Советская 35 а",0
189,Ростов-на-Дону,ИП Ветрова О.С.,"Рост.обл. г.Каменск-Шахтинский,ул.Советская 35 а",0
190,Ростов-на-Дону,ИП Вилонина Е.С.,"х.Таврический, ул.Мира, 30б",0
191,Ростов-на-Дону,ИП Вилонина Е.С. Отрадное,"с. Отрадное, ул.Ленина, 43 м-н ""Весна""",0
192,Ростов-на-Дону,ИП Винокурова,-,0
193,Ростов-на-Дону,ИП Внуков Р.А.,"Азовский р-он. п. Овощной, ул. Полевая 203",0
194,Ростов-на-Дону,ИП Войнова Р.И.,он же,104
195,Ростов-на-Дону,ИП Войнова Р.И.,"х.Плешаков, ул.Московская, 15",104
196,Ростов-на-Дону,ИП Воробьёва Н.В.,"Г.Батайск Торговое кольцо 31 пав.""Сувенир""",46
197,Ростов-на-Дону,ИП Воронянский И.Н.,"г.Донецк, пер.Панфилова, 71",0
198,Ростов-на-Дону,ИП Ворчукова Т.Н.2,Врубовая 40,105
199,Ростов-на-Дону,ИП Ворчукова Т.Н.2,Врубовая 40,105
200,Ростов-на-Дону,ИП Вязова Яна Андреевна,"г.Каменск-Шахтинский, ул.Ленина, 1А,магазин ""Спутник""",0
201,Ростов-на-Дону,ИП Гаврилов С.А.,"п.Глубокий, ул.Артёма 141",0
202,Ростов-на-Дону,ИП Гайдаш,Нансена 144 а,0
203,Ростов-на-Дону,ИП Гапонова О.С.,"х.Некрасова Балка, ул.Светлая, 19",0
204,Ростов-на-Дону,ИП Геворгян М.Л.,"Ленина, 85, м-н ""Суфле""",0
205,Ростов-на-Дону,ИП Герасименко И. ул.Кваша 10/Васильева 30,"Азов, ул.Кваша 10/Васильева 30",0
206,Ростов-на-Дону,ИП Гирюнова С.И.,"с.Троицкое, ул.Ленина 40а",0
207,Ростов-на-Дону,ИП Глазунова Е Н,г Таганрог ул Осипенко 48,0
208,Ростов-на-Дону,ИП Глазунова Е.Н.,г.Таганрог ул.Осипенко 48,0
209,Ростов-на-Дону,ИП Глазунова Е.Н.,"г.Таганрог, ул.Осипенко,48",0
210,Ростов-на-Дону,ИП Глушенко И.Н.,"Азовский р-н, г.Азов, СНТ ""Мичуринец-3"", №205",0
211,Ростов-на-Дону,ИП Глушко Т Г 2,р-к Привоз,106
212,Ростов-на-Дону,ИП Глушко Т.Г.2,р-к Привоз,106
213,Ростов-на-Дону,ИП Говсоян,"Азов, ул.Победы 11а",0
214,Ростов-на-Дону,ИП Головешко Любовь Борисовна,"347510,Ростовская область пос. Орловский, пер. Первомайский, 97",0
215,Ростов-на-Дону,ИП Голубева Е. Е.,-,0
216,Ростов-на-Дону,ИП Гомельский Р.А. Ковалевка,"п.Ковалёвка, конечная остановка, м-н Продукты",0
217,Ростов-на-Дону,ИП Горбунова Е.А.,"Матвеев-Курган, ул.Шевченко, 73",107
218,Ростов-на-Дону,ИП Гордиенко М.Н.,он же,0
219,Ростов-на-Дону,ИП Гордиенко М.Н.,"с.В-Вознесенка, ул.Васильева, 28",0
220,Ростов-на-Дону,ИП Горобец Л Н (Любушкина),г Батайск Луначарского 188 (р-к Заря),108
221,Ростов-на-Дону,ИП Горобец Л.Н. (Любушкина),г.Батайск Луначарского 188 (р-к Заря),108
222,Ростов-на-Дону,ИП Горобец Л.Н. (Любушкина),"г.Батайск,Луначарского 188 (р-к Заря)",108
223,Ростов-на-Дону,ИП Гостева Н.А.,-,0
224,Ростов-на-Дону,ИП Готьван С.В. Пешково,"с.Пешково, ул.Луначарского, 102",0
225,Ростов-на-Дону,ИП Грибанова О.А.,"Азовский р-он. с. Кулешовка, ул.Пролетарская 41а",0
226,Ростов-на-Дону,ИП Гридин Н.А.,он же,65
227,Ростов-на-Дону,ИП Гриценко А.Н.,"М.-Курганский р-н, с.Каменно-Андрианово, ул.Центральная, 13",0
228,Ростов-на-Дону,ИП Гришечкина В.В.,"Донецк, ул.Подтёлкова 89",0
229,Ростов-на-Дону,ИП Гришина Е.К.,"Азов, пер.Черноморский, рынок",0
230,Ростов-на-Дону,ИП Грунтовская О.В.,"Матвеев Курган, ул.Комсомольская, 60",0
231,Ростов-на-Дону,ИП Гукай С.В.,он же,0
232,Ростов-на-Дону,ИП Гунченко В С,г Аксай ул Ленина 16а,0
233,Ростов-на-Дону,ИП Гунченко В.С.,г.Аксай ул.Ленина 16а,0
234,Ростов-на-Дону,ИП Гунченко В.С.,"г.Аксай, ул.Ленина,16а",0
235,Ростов-на-Дону,ИП Давидян В.В.,-,109
236,Ростов-на-Дону,ИП Даллари О.В.,-,110
237,Ростов-на-Дону,ИП Даллари Р.О.,-,69
238,Ростов-на-Дону,ИП Даниленко Ю С,он же,0
239,Ростов-на-Дону,ИП Данчева,р-к Северный м 43,112
240,Ростов-на-Дону,ИП Данчева,р-к Северный м.43,112
241,Ростов-на-Дону,ИП Данчева,"р-к Северный, м.43",112
242,Ростов-на-Дону,ИП Данчева 3,р-к Шайба,0
243,Ростов-на-Дону,ИП Дарган В А,"г Ростов-на-Дону ул Орбитальная 66 """,0
244,Ростов-на-Дону,ИП Дарган В.А.,"г. Ростов-на-Дону ул. Орбитальная 66 """,0
245,Ростов-на-Дону,ИП Дарган В.А.,"г. Ростов-на-Дону, ул. Орбитальная, 66 """,0
246,Ростов-на-Дону,ИП Дедогрюк Н П,он же,0
247,Ростов-на-Дону,ИП Деревянкина О.Н.,"п.Сосны, ул.Кирова, 12",0
248,Ростов-на-Дону,ИП Десятерик С А,г Каменск-Шахтинский ул Ворошилова 161е м-н Уражай,0
249,Ростов-на-Дону,ИП Десятерик С.А.,г.Каменск-Шахтинский ул. Ворошилова 161е м-н Уражай,0
250,Ростов-на-Дону,ИП Десятерик С.А.,"г.Каменск-Шахтинский,ул. Ворошилова 161е м-н Уражай",0
251,Ростов-на-Дону,ИП Джагарян А.Л.,г.Новошахтинск ул.Советская 20,0
252,Ростов-на-Дону,ИП Джагарян А.Л.,"г.Новошахтинск, ул.Советская 20",0
253,Ростов-на-Дону,ИП Джагарян А.Л.,"г.Новошахтинск, ул.Советская 20",0
254,Ростов-на-Дону,ИП Дмитриенко В В,Рост обл г Новочеркаск Платовский 77 азовский р-к павильон Виктория,113
255,Ростов-на-Дону,"ИП Дмитриенко В,В,",Рост обл. г.Новочеркаск Платовский 77 азовский р-к павильон Виктория,113
256,Ростов-на-Дону,"ИП Дмитриенко В,В,","Рост,обл. г.Новочеркаск,Платовский 77,азовский р-к павильон Виктория",113
257,Ростов-на-Дону,ИП Добрикова Юлия Викторовна,"344064, г. Ростов-на-Дону, 2-я Пятилетка, 12",0
258,Ростов-на-Дону,ИП Добрикова Юлия Викторовна,"344064, г. Ростов-на-Дону, ул. Немировича-Данченко, 78/3",0
259,Ростов-на-Дону,ИП Добровольская О.,"г. Батайск, СЖМ 3/1, магазин ""Олеся""",0
260,Ростов-на-Дону,ИП Долженко А.А.,"Неклиновский р-н, с.Самбек, ул.Центральная, 10б",0
261,Ростов-на-Дону,ИП Дорофеев В.А. Малокирсановка,Малокирсановка,0
262,Ростов-на-Дону,ИП Драная С И,г Каменск-Шахтинский ул Ворошилова 14/16 м-н продукты,0
263,Ростов-на-Дону,ИП Драная С.И.,"г.Каменск-Шахтинский,ул. Ворошилова 14/16 м-н продукты",0
264,Ростов-на-Дону,ИП Дрон,"Азов, пер. Литейный, 7",0
265,Ростов-на-Дону,ИП Дубовик Людмила Ивановна,"Краснодарский край,станица Кущевская, пер. Первомайский,101",0
266,Ростов-на-Дону,ИП Дубровина Г.В.,"ул.Туполева, 7",114
267,Ростов-на-Дону,ИП Дудкина В.В.,"Донецк, ул. Водопроводная, 18",0
268,Ростов-на-Дону,ИП Дудко Ю.М.,-,0
269,Ростов-на-Дону,ИП Дудник Е.В.,-,115
270,Ростов-на-Дону,ИП Дыбченко Е.П.,"Новочеркасск, Войкова, 72",0
271,Ростов-на-Дону,ИП Еременко А.К.,"г.Таганрог, Мариупольское шоссе 27/1 м-н Одиссей",0
272,Ростов-на-Дону,ИП Еременко А Н,353741 Краснодарский край ст Ленинградская ул Светлая 66,116
273,Ростов-на-Дону,ИП Еременко А.Н.,"353741,Краснодарский край,ст.Ленинградская,ул.Светлая,66",116
274,Ростов-на-Дону,ИП Ермакова Е И,346050Рост обл п Тарасовский улОстровско 55,117
275,Ростов-на-Дону,ИП Ермакова Е.И.,346050Рост.обл.п.Тарасовский улОстровско 55,117
276,Ростов-на-Дону,ИП Ермакова Е.И.,"346050Рост.обл.п.Тарасовский,улОстровско 55",117
277,Ростов-на-Дону,ИП Жидков В.А.,"с.Приморка, ул. Ленина 143 б",0
278,Ростов-на-Дону,ИП Жовницкая И.Н.,он же,0
279,Ростов-на-Дону,ИП Жовницкий О. В.,-,118
280,Ростов-на-Дону,ИП Жукова О.И.,"с.Весёло-Вознесенка, ул.Школьная, 1г",0
281,Ростов-на-Дону,ИП Жупник Н В Дачная,г Шахты ул г Шахты ул Дачная 2 а,0
282,Ростов-на-Дону,"ИП Жупник Н,В,",он же,0
283,Ростов-на-Дону,ИП Жупник Н.В. Дачная,г. Шахты ул. г. Шахты ул. Дачная 2 а,0
284,Ростов-на-Дону,ИП Забузов А.М.,"г.Ростов н/Д, ул.Мечникова, 79",0
285,Ростов-на-Дону,ИП Задунц,-,119
286,Ростов-на-Дону,ИП Заикина Л.П.,он же,120
287,Ростов-на-Дону,ИП Заикина Л.П.,"х.Россошь, ул.Красноармейская, 34",120
288,Ростов-на-Дону,ИП Зинченко Т.И.,"М.Курган, ул.Комсомольская, 127",0
289,Ростов-на-Дону,ИП Золотарев Е Л,Каменск-Шахтинский пер Коммунистический 92,121
290,Ростов-на-Дону,ИП Золотарев Е.Л.,Каменск-Шахтинский пер.Коммунистический 92,121
291,Ростов-на-Дону,ИП Золотарев Е.Л.,"Каменск-Шахтинский, пер.Коммунистический 92",121
292,Ростов-на-Дону,ИП Иванкова Н.В.,"х.Каменногорье, ул.Спортивная, 8б",0
293,Ростов-на-Дону,ИП Иванник В.Н.,"Б.Калитва, ул.Калинина 8",0
294,Ростов-на-Дону,ИП Иванова А.М.,"п.Тарасовский, ул.Степная, 83",122
295,Ростов-на-Дону,ИП Иванова О.А.,он же,123
296,Ростов-на-Дону,ИП Иванова О.А. Московская,"Азов, ул.Московская, 157",0
297,Ростов-на-Дону,ИП Иванова Т.А.,он же,124
298,Ростов-на-Дону,ИП Иванова Т.А.,"Таганрог, ул.Адмирала Крюйса, 23",124
299,Ростов-на-Дону,ИП Иващенко И.А.,-,125
300,Ростов-на-Дону,ИП Иващенко И А,346400Ростовская область г Новочеркаск ул Спортивная 23,125
301,Ростов-на-Дону,ИП Иващенко И.А.,"346400Ростовская область,г.Новочеркаск,ул. Спортивная 23",125
302,Ростов-на-Дону,ИП Изюмова А Н,он же,0
303,Ростов-на-Дону,ИП Исаев А.Ю.,"Аксай, ул.Гулаева, 42",0
304,Ростов-на-Дону,ИП Исаев А.Ю.,он же,0
305,Ростов-на-Дону,ИП Исакова А.С.,"с.Займо-Обрыв, ул.Будённого, 49а",0
306,Ростов-на-Дону,ИП Исакова Н. С.,"г. Ейск, Краснодарский край, ул. Мичурина, 4",0
307,Ростов-на-Дону,ИП Казарян А.А.,"г.Ростов н/Д, ул.Ладная, 8",0
308,Ростов-на-Дону,ИП Каймакова Т А,он же,126
309,Ростов-на-Дону,ИП Кайсин В.А.,"Б.Неклиновка, Памятный 5",0
310,Ростов-на-Дону,ИП Калина М.В.,-,127
311,Ростов-на-Дону,ИП Капаева Аня,г Азов рынок,0
312,Ростов-на-Дону,ИП Капралова,"Камышеваха, ул.Риволи, 1",0
313,Ростов-на-Дону,ИП Кардашян Г В,г Ростов-на-Дону пр Коммунистический 27,0
314,Ростов-на-Дону,ИП Кардашян Г.В.,г.Ростов-на-Дону пр.Коммунистический 27,0
315,Ростов-на-Дону,ИП Кардашян Г.В.,"г.Ростов-на-Дону,пр.Коммунистический,27,",0
316,Ростов-на-Дону,ИП Кардашян Г.В.,"г.Ростов-на-Дону,пр.Коммунистический,27,",0
317,Ростов-на-Дону,ИП Карымова Л.Г.,"г.Керчь, ул. Шлагбаумская 49/2",0
318,Ростов-на-Дону,ИП Кирова Е.Л.,он же,0
319,Ростов-на-Дону,ИП Киселёва А.И.,"г.Новочеркасск, ул.Тополиная, 73 (м-н Дионис)",0
320,Ростов-на-Дону,ИП Ковалёва П.В.,"ст. Митякинская, ул.Менжинского, 38",0
321,Ростов-на-Дону,ИП Ковригина Е.А.,"пос.Каменно-Тузловка, Социалистическая 19а",0
322,Ростов-на-Дону,ИП Колесникова Л.В.,"с.М.Неклиновка, ул.Заречная, 71",128
323,Ростов-на-Дону,ИП Колисниченко Т.В.,он же,0
324,Ростов-на-Дону,ИП Коломиец О.В.,-,0
325,Ростов-на-Дону,ИП Коломиец Ю Д,347540 Ростовская обл г Пролетарск пр 50 лет Октября 82/Первомайская,129
326,Ростов-на-Дону,ИП Коломиец Ю.Д.,347540 Ростовская обл.г.Пролетарск пр.50 лет Октября 82/Первомайская,129
327,Ростов-на-Дону,ИП Коломиец Ю.Д.,"347540 Ростовская обл.г.Пролетарск, пр.50 лет Октября 82/Первомайская",129
328,Ростов-на-Дону,ИП Коломийцев,-,0
329,Ростов-на-Дону,ИП Колычева Л.А.,"г.Новочеркасск, ул.Фрунзе/Комитетская",0
330,Ростов-на-Дону,ИП Копылова С Е,347800 г Каменск-Шахтинский ул Ленина 79,130
331,Ростов-на-Дону,ИП Копылова С.Е.,347800 г.Каменск-Шахтинский ул. Ленина 79,130
332,Ростов-на-Дону,ИП Копылова С.Е.,"347800 г.Каменск-Шахтинский,ул. Ленина 79",130
333,Ростов-на-Дону,ИП Кораблинова Е.А.,р-к Сельмаш,0
334,Ростов-на-Дону,ИП Корецких Ю.А.,"г. Ростов-на-Дону, ул. Чехова, 51",0
335,Ростов-на-Дону,Королева В.И.,Таганрог,131
336,Ростов-на-Дону,ИП Короткий А.И. Анастасиевка,"Матвеево-Курганский р-н, с.Анастасиевка, Ленина 64",0
337,Ростов-на-Дону,ИП Короткий А.И. Марфинка,"с.Марфинка, ул.Центральная, 99",0
338,Ростов-на-Дону,ИП Кочнева Г.А.,он же,0
339,Ростов-на-Дону,ИП Кошевой А.В.,он же,0
340,Ростов-на-Дону,ИП Кошевой А.В.,"с.Покровское, ул.Привокзальная 52а",0
341,Ростов-на-Дону,ИП Кравченко Ейск,Ж,0
342,Ростов-на-Дону,ИП Кравченко С.М.,-,132
343,Ростов-на-Дону,ИП Кравченко С М,он же,132
344,Ростов-на-Дону,ИП Кравченко С.М.,он же,132
345,Ростов-на-Дону,ИП Красуля М.А.,он же,133
346,Ростов-на-Дону,ИП Красуля М.А.,"с.Рясное, ул.Комбайностроилей, 56а",0
347,Ростов-на-Дону,ИП Кривицкая С.Н.,"Ростов н/Д, ул.Каскадная, 67",0
348,Ростов-на-Дону,ИП Кришталёва А Г,г Ростов-на-Дону Нахичевань,0
349,Ростов-на-Дону,ИП Кришталёва А.Г.,г.Ростов-на-Дону Нахичевань,0
350,Ростов-на-Дону,ИП Кришталёва А.Г.,"г.Ростов-на-Дону,Нахичевань",0
351,Ростов-на-Дону,ИП Крымов А.О.,"г.Таганрог, Мариупольское шоссе, 21/2 ""Кристалл""",0
352,Ростов-на-Дону,ИП Кудрявцева Мария Викторовна,347803 г Каменск-Шахтинский ул Монтажников д 43б,134
353,Ростов-на-Дону,ИП Кудрявцева Мария Викторовна,"347803, г. Каменск-Шахтинский, ул Монтажников, д. 43б",134
354,Ростов-на-Дону,ИП Кузнецова Т.В.,-,0
355,Ростов-на-Дону,ИП Кузьмичёва Т.В.,"п.Тарасовский, ул.Мира, 96",0
356,Ростов-на-Дону,ИП Куликов И.В.,"г.Таганрог,пер.Гоголевский,29а",0
357,Ростов-на-Дону,ИП Курбатова М.А.,"х.Груцынов, ул. Студенческая, 11",0
358,Ростов-на-Дону,ИП Курочкин Г.С.,"Очаковская ,87",0
359,Ростов-на-Дону,ИП Курочкин Г.С.,Очаковская 87,0
360,Ростов-на-Дону,ИП Кухаренко М.В.,"п.Овощной, пер Цветочный 8",0
361,Ростов-на-Дону,ИП Лагутина Н А,Ростовская обл пос Глубокий ул Вокзальная 187,0
362,Ростов-на-Дону,ИП Лагутина Н.А.,Ростовская обл. пос. Глубокий ул. Вокзальная 187,0
363,Ростов-на-Дону,ИП Левченко Т.А.,он же,0
364,Ростов-на-Дону,ИП Левчук А.В.,-,0
365,Ростов-на-Дону,ИП Левчук И.В.2,-,0
366,Ростов-на-Дону,ИП Леонова О.А.,"с.Кулешовка, пер. Кулагина, 6а",0
367,Ростов-на-Дону,ИП Лихолетова Л.В.,"Ольгинская, ул.Ленина, 147а",0
368,Ростов-на-Дону,ИП Лихолетова Л.В.,он же,0
369,Ростов-на-Дону,ИП Лобуцкая Г.Г.,"Таганрог,ул.Московская 6/2 торговый комплекс Теремок",0
370,Ростов-на-Дону,ИП Логвинов В.В.,"Ростов н/Д, ул.Привокзальная, 3а",0
371,Ростов-на-Дону,ИП Лысак Р.С.,-,135
372,Ростов-на-Дону,ИП Лысак Р.С.,"г.Ростов-на-Дону, ул.Малюгина 220/84",0
373,Ростов-на-Дону,ИП Магомедова Л.К.,-,0
374,Ростов-на-Дону,ИП Макаренко А.А.,-,0
375,Ростов-на-Дону,ИП Малеева Т.В.,"х.Юдино, ул.Лермонтова, 3",0
376,Ростов-на-Дону,ИП Мальцев И.В.,"г.Азов, Кагальницкое ш., 37",0
377,Ростов-на-Дону,ИП Мамлаева Н.А.,он же,136
378,Ростов-на-Дону,ИП Мамлаева Н А,Северный рынок пав №43 цокольный ряд,136
379,Ростов-на-Дону,ИП Мамлаева Н.А.,"Северный рынок, пав. №43, цокольный ряд",136
380,Ростов-на-Дону,ИП Мануйленко А И,г Таганрог пер Гоголевский 29а,0
381,Ростов-на-Дону,ИП Мануйленко А.И.,г.Таганрог пер.Гоголевский 29а,0
382,Ростов-на-Дону,ИП Мануйленко А.И.,"г.Таганрог,пер.Гоголевский,29а",0
383,Ростов-на-Дону,ИП Маркарян Э.Л.,"Ростов н/Д, 20 линия, 26",0
384,Ростов-на-Дону,ИП Марцинюк 2,-,0
385,Ростов-на-Дону,ИП Марченко Л.Н.,-,137
386,Ростов-на-Дону,ИП Марчуков А.А.,-,0
387,Ростов-на-Дону,Маслова И.С. ИП,он же,138
388,Ростов-на-Дону,ИП Матюшкина,"Ростов н/Д, Днепропетровская 87",0
389,Ростов-на-Дону,ИП Матющенко Ю Г,Краснод кр ст Староминская ул Новоясенская 131,139
390,Ростов-на-Дону,ИП Матющенко Ю.Г.,Краснод. кр.ст.Староминская ул.Новоясенская 131,139
391,Ростов-на-Дону,ИП Матющенко Ю.Г.,"Краснод. кр.ст.Староминская ул.Новоясенская,131",139
392,Ростов-на-Дону,ИП Матющенко Ю.Г.,он же,139
393,Ростов-на-Дону,ИП Меликамусова Х.С.,"Вавилова, 132 м-н Шоколад",0
394,Ростов-на-Дону,ИП Микинян К.С.,-,140
395,Ростов-на-Дону,ИП Минасян М.Г.,"Ростов н/Д, ул. Пирамидная, 4",0
396,Ростов-на-Дону,ИП Мирзабеков Г.В. Гриша,Троллейбусная 10 (1 база),0
397,Ростов-на-Дону,ИП Мирзабеков Г.В.2 № 12,Врубова 38 № 12,0
398,Ростов-на-Дону,ИП Мирзабеков Г.В.2 № 44,Врубова 38 № 44,141
399,Ростов-на-Дону,ИП Мирзабеков Г.В.2 № 44,"Врубова,38 № 44",141
400,Ростов-на-Дону,ИП Митрохина,г. Шахты Артемовский р-к. пер. Татаркина 15,0
401,Ростов-на-Дону,ИП Мрыхина А.А.,"Аксайский р-н, п.Октябрьский, ул.Ленина, 48",0
402,Ростов-на-Дону,ИП Мустафаева Елена Петровна,"346880, Ростовская обл., г. Батайск, ул. Энгельса 86",142
403,Ростов-на-Дону,ИП Мустафаева Елена Петровна,"346880, Ростовская обл., г. Батайск, ул. Энгельса 227б",142
404,Ростов-на-Дону,ИП Мхитарян,-,0
405,Ростов-на-Дону,ИП Надирян А.Н.,"Куйбышевский р-н, с.Кульбатово, ул.Первомайская, 1",0
406,Ростов-на-Дону,ИП Надирян А.Н.,он же,143
407,Ростов-на-Дону,ИП Надолинская Г.В.,"с.Покровское, 1254 км.",0
408,Ростов-на-Дону,ИП Надолинская Н.А.,"Матвеев-Курган, Комсомольская, 1з",0
409,Ростов-на-Дону,ИП Назаренко С.Н.,-,144
410,Ростов-на-Дону,ИП Назаренко С.Н.,г.Азов,144
411,Ростов-на-Дону,ИП Назарцев В.А.,"Азов, пер.Безымянный, 3",0
412,Ростов-на-Дону,ИП Науменко А.И.,"Азов, ул.Маяковского 77г м-н ""Маячок""",0
413,Ростов-на-Дону,ИП Наумова С Г,г Шахты ул Советская 66,0
414,Ростов-на-Дону,ИП Наумова С.Г.,г.Шахты ул.Советская 66,0
415,Ростов-на-Дону,ИП Наумова С.Г.,"г.Шахты,ул.Советская 66",0
416,Ростов-на-Дону,ИП Немашкалов (Котельниково),он же,0
417,Ростов-на-Дону,ИП Нестеренко,-,145
418,Ростов-на-Дону,ИП Нестеренко,он же,145
419,Ростов-на-Дону,ИП Никитина Н.Н.,-,0
420,Ростов-на-Дону,ИП Никишин В.И.,"Б.Калитва, ул.Светлая, 7",0
421,Ростов-на-Дону,ИП Никишин В.И.,он же,0
422,Ростов-на-Дону,ИП Николенко В.Я.,он же,0
423,Ростов-на-Дону,ИП Одинцов А В,ул Текучёва 30/11,0
424,Ростов-на-Дону,ИП Одинцов А.В.,-,0
425,Ростов-на-Дону,ИП Олифиренко Н.А.,"с.Кагальник, П_x001F_ролетарская, 78а",0
426,Ростов-на-Дону,ИП Онищенко Татьяна Геннадьевна,"г. Ростов-на-Дону, ул. Социалистическая, 1",0
427,Ростов-на-Дону,ИП Остриков Р В,г Шахты ул Советская 66,0
428,Ростов-на-Дону,ИП Остриков Р.В.,г.Шахты ул.Советская 66,0
429,Ростов-на-Дону,ИП Остриков Р.В.,"г.Шахты, ул.Советская, 66",0
430,Ростов-на-Дону,ИП Остриков Р.В. 2,-,0
431,Ростов-на-Дону,ИП Острикова,пос.Тарасовский ул стадионная 31г,0
432,Ростов-на-Дону,ИП Павлова Н.И.,-,0
433,Ростов-на-Дону,ИП Павловская Л.В.,"Азовский р-он. п. Овощной, ул.Мира 12А",0
434,Ростов-на-Дону,ИП Палий М.И.,"Матвеев-Курган, ул.Куйбышева, 45",0
435,Ростов-на-Дону,ИП Паляница С.А.,"Каменский р-н, х.Кочетовка, ул.Победы, 12",0
